X,Y,class_id,class_name,Blue,Green,Red,RedEdge,NIR,nDSM_m,Thermal_C
458864.6010,4334145.6520,2,Building,0.125940,0.162517,0.240011,0.269009,0.284392,5.6431,36.7405
458865.1019,4334135.1414,2,Building,0.138497,0.169090,0.309486,0.364210,0.332003,2.1015,44.4000
458868.9558,4334146.6740,2,Building,0.112328,0.150563,0.201044,0.221047,0.254534,5.8540,37.4279
458866.4186,4334144.6554,2,Building,0.124848,0.150817,0.181560,0.193835,0.207802,6.5348,38.4660
458869.7524,4334145.8383,2,Building,0.076678,0.097164,0.132961,0.144510,0.164331,6.5597,37.5822
458870.6638,4334140.3048,2,Building,0.105941,0.149167,0.297534,0.329694,0.334794,6.8707,42.5763
458866.8832,4334134.4692,2,Building,0.152783,0.190155,0.276604,0.311379,0.324005,2.0636,43.0954
458871.7432,4334136.7284,2,Building,0.156859,0.230915,0.420957,0.464858,0.491927,6.7965,43.2076
458870.3545,4334141.9031,2,Building,0.104394,0.152873,0.292868,0.328390,0.363586,6.9995,42.6605
458867.9514,4334146.1689,2,Building,0.106505,0.132797,0.178641,0.194530,0.215988,5.9373,38.0872
458869.5294,4334143.2179,2,Building,0.147360,0.205865,0.375850,0.406897,0.440491,7.0626,48.6507
458873.7554,4334138.6191,2,Building,0.140044,0.216651,0.444288,0.493461,0.541670,7.3772,48.0895
458876.3066,4334138.4181,2,Building,0.118734,0.169877,0.320592,0.363108,0.381276,6.0848,44.0213
458875.3732,4334140.8850,2,Building,0.122119,0.178988,0.341522,0.366006,0.395421,6.1559,43.5162
458876.2589,4334140.1415,2,Building,0.120172,0.172922,0.290221,0.332244,0.371521,5.8369,42.9271
458874.0760,4334136.0899,2,Building,0.147287,0.219646,0.440386,0.487289,0.526302,6.0391,47.0935
458871.9214,4334145.1834,2,Building,0.195020,0.248833,0.330689,0.344822,0.380366,6.1528,49.2398
458862.9599,4334134.9943,2,Building,0.123447,0.155385,0.197033,0.212614,0.260305,2.5021,47.1777
458866.5669,4334139.2629,2,Building,0.149634,0.204266,0.351891,0.390784,0.436507,6.1917,46.5744
458868.9459,4334134.9892,2,Building,0.114257,0.159319,0.309895,0.360703,0.366440,5.3310,42.8569
458870.1520,4334142.7694,2,Building,0.107451,0.155918,0.311369,0.337895,0.373435,7.0368,44.0493
458869.8557,4334144.4954,2,Building,0.108397,0.177338,0.302036,0.342880,0.392912,6.9837,44.8069
458866.0618,4334144.9540,2,Building,0.084976,0.114372,0.125593,0.136715,0.173866,6.2990,38.0592
458867.7289,4334140.1481,2,Building,0.199716,0.252208,0.334509,0.361254,0.392849,6.1996,50.0956
458871.5250,4334142.4474,2,Building,0.109380,0.140107,0.203636,0.211397,0.242365,6.7223,46.7708
458866.4241,4334142.0009,2,Building,0.125522,0.168354,0.268445,0.303931,0.335798,6.4879,43.3759
458875.4287,4334138.9802,2,Building,0.116204,0.172212,0.296388,0.327665,0.365656,6.4639,44.9051
458872.6634,4334147.5746,2,Building,0.157478,0.184191,0.237910,0.245767,0.275642,5.3272,40.7807
458867.3046,4334135.1372,2,Building,0.115513,0.142238,0.285009,0.339142,0.318642,2.0141,42.2677
458869.1763,4334147.4000,2,Building,0.123702,0.154319,0.191957,0.201543,0.222386,5.5282,35.4920
458872.1870,4334141.6487,2,Building,0.090982,0.162771,0.235208,0.285818,0.354867,6.5508,47.2478
458869.4666,4334146.9104,2,Building,0.122501,0.155842,0.202436,0.216816,0.241424,5.8334,37.1333
458867.3387,4334140.1107,2,Building,0.203392,0.244899,0.313361,0.331694,0.375912,6.2853,50.2359
458861.5120,4334136.6233,2,Building,0.092165,0.110514,0.134598,0.145901,0.164426,2.0863,36.0531
458868.6500,4334144.4995,2,Building,0.097988,0.118153,0.138063,0.147611,0.165555,7.0633,38.4239
458875.1776,4334142.5787,2,Building,0.102028,0.148736,0.281243,0.290658,0.321308,6.0738,36.0251
458873.5958,4334136.3953,2,Building,0.141354,0.204368,0.414381,0.455584,0.485968,6.2574,48.0895
458873.2379,4334135.6125,2,Building,0.147487,0.221981,0.432009,0.481203,0.524828,6.0314,40.6965
458867.9052,4334142.4342,2,Building,0.155985,0.219215,0.378115,0.416461,0.446011,7.0859,46.9532
458864.9419,4334145.9404,2,Building,0.099935,0.127214,0.206365,0.232900,0.240389,5.5765,36.6984
458869.1970,4334139.7653,2,Building,0.113602,0.158786,0.296088,0.322942,0.358788,5.9811,44.6946
458865.6984,4334141.8039,2,Building,0.146013,0.186627,0.257284,0.288397,0.315066,6.1807,42.4922
458872.8274,4334138.8950,2,Building,0.095731,0.127366,0.217417,0.235624,0.255851,7.5936,36.5441
458871.0999,4334143.8285,2,Building,0.117460,0.171044,0.294205,0.315465,0.352672,6.5788,45.0594
458875.0557,4334139.7045,2,Building,0.117223,0.171197,0.335710,0.396696,0.423585,6.5494,44.1054
458868.5911,4334147.0365,2,Building,0.110217,0.154878,0.219682,0.236001,0.251272,5.6013,37.7505
458866.7951,4334144.6909,2,Building,0.117842,0.150436,0.230378,0.247767,0.266954,6.5699,37.9189
458873.6887,4334145.0587,2,Building,0.101209,0.112925,0.123219,0.119674,0.124970,5.6968,34.0330
458870.4710,4334138.3645,2,Building,0.110709,0.158405,0.300645,0.339721,0.346681,6.4382,41.6224
458840.0601,4334158.8240,2,Building,0.188815,0.238782,0.358331,0.388031,0.382499,2.1795,42.5202
458840.3258,4334158.5033,2,Building,0.219824,0.265050,0.358058,0.375860,0.379990,2.3409,42.5483
458840.0739,4334157.6655,2,Building,0.181172,0.237082,0.322257,0.345372,0.358944,2.7264,43.7688
458841.4849,4334158.6529,2,Building,0.228869,0.278679,0.296934,0.325782,0.367381,2.3267,42.7166
458838.3600,4334159.2594,2,Building,0.173565,0.210230,0.263615,0.286629,0.309295,1.9780,42.5763
458839.4508,4334157.5550,2,Building,0.235438,0.288095,0.369328,0.382293,0.392661,2.6297,44.0072
458840.1356,4334157.4930,2,Building,0.206522,0.267436,0.298325,0.318044,0.351323,2.6371,43.8109
458862.3199,4334145.1305,2,Building,0.095822,0.106428,0.244241,0.302308,0.259490,1.2525,34.0330
458862.2089,4334144.6090,2,Building,0.094658,0.110083,0.240830,0.279732,0.253248,1.3560,36.5581
458855.1489,4334107.1715,2,Building,0.121536,0.152568,0.141529,0.152480,0.213134,2.3412,38.5081
458854.8915,4334108.5401,2,Building,0.117005,0.130488,0.156046,0.149640,0.178508,2.1794,34.1172
458854.7284,4334108.9549,2,Building,0.084540,0.080414,0.085971,0.090114,0.105901,-0.0663,33.3877
458867.8473,4334107.5828,2,Building,0.055641,0.063130,0.072027,0.081073,0.100443,1.8324,37.6664
458863.1519,4334112.0383,2,Building,0.070236,0.101910,0.090692,0.088868,0.116094,1.4470,39.7426
458864.2155,4334110.3885,2,Building,0.163720,0.194800,0.300999,0.321898,0.339781,1.7389,44.7227
458867.4870,4334107.3876,2,Building,0.190398,0.215941,0.263997,0.276428,0.299039,1.8213,44.9191
458855.9780,4334168.9151,2,Building,0.319423,0.387431,0.398799,0.373049,0.346869,2.0931,50.1236
458855.8538,4334170.6409,2,Building,0.214820,0.294465,0.331071,0.349430,0.384537,7.9557,46.8410
458856.5990,4334169.7482,2,Building,0.104721,0.132417,0.122946,0.110545,0.117787,2.1972,48.6787
458860.6679,4334138.3096,2,Building,0.071946,0.073155,0.078112,0.086028,0.088054,-0.0945,30.1331
458860.4774,4334135.5196,2,Building,0.080718,0.090236,0.093120,0.095215,0.102482,1.2589,32.4899
458860.2981,4334137.2281,2,Building,0.088034,0.086835,0.089136,0.096142,0.093229,0.0001,30.3155
458861.0382,4334138.9494,2,Building,0.067961,0.071099,0.077375,0.082579,0.086047,0.7783,30.4557
458859.7408,4334133.8182,2,Building,0.077024,0.080287,0.089054,0.092143,0.093324,1.3273,30.7363
458860.6309,4334134.2241,2,Building,0.084085,0.078561,0.082805,0.089100,0.096930,0.0685,32.0831
458881.0827,4334173.2057,2,Building,0.109962,0.138711,0.192366,0.204210,0.214639,7.0953,31.7744
458887.5832,4334154.9575,2,Building,0.217877,0.268578,0.339230,0.324246,0.320524,2.0523,35.4078
458889.9768,4334154.9549,2,Building,0.603605,0.690666,0.790735,0.768049,0.730889,1.9079,38.7606
458833.7995,4334158.0924,2,Building,0.369486,0.430246,0.476925,0.483260,0.508205,-0.2437,46.4201
458833.9102,4334158.8153,2,Building,0.182464,0.210535,0.255511,0.263474,0.293018,1.7937,40.3598
458836.3746,4334158.1474,2,Building,0.106960,0.150893,0.149197,0.245304,0.462884,-0.3312,36.8668
458863.6199,4334169.4737,2,Building,0.444699,0.568184,0.653477,0.667053,0.697549,3.6768,39.3358
458863.6507,4334170.3328,2,Building,0.322735,0.424358,0.502439,0.526209,0.548821,3.7689,39.9670
458846.0047,4334181.6481,2,Building,0.351761,0.420044,0.423249,0.426140,0.400815,1.1059,31.5219
458889.0829,4334184.7492,2,Building,0.137806,0.188277,0.335873,0.376352,0.409252,1.7315,43.8109
458889.2404,4334184.1758,2,Building,0.127214,0.185206,0.245714,0.277356,0.303023,1.7662,42.1274
458834.0478,4334170.6530,2,Building,0.535344,0.662876,0.711409,0.699366,0.699713,2.6687,37.0211
458834.5663,4334171.7311,2,Building,0.589065,0.711503,0.769615,0.767151,0.734307,2.4929,38.6624
458834.0419,4334170.2675,2,Building,0.172819,0.236549,0.488413,0.475436,0.412702,5.9010,35.6743
458831.4228,4334172.5175,2,Building,0.467355,0.568768,0.616666,0.619236,0.631152,2.5114,39.7005
458833.5623,4334171.0569,2,Building,0.592377,0.689880,0.754415,0.757616,0.747731,2.6186,32.0971
458833.9726,4334173.9473,2,Building,0.160917,0.233783,0.393396,0.428980,0.451750,8.7417,39.7707
458831.8877,4334172.0402,2,Building,0.165503,0.187566,0.189965,0.192907,0.196229,2.5663,33.7665
458832.9366,4334171.2722,2,Building,0.185703,0.210027,0.207320,0.215541,0.218183,2.6136,31.4377
458909.3747,4334139.4806,2,Building,0.109162,0.141528,0.188464,0.200384,0.235559,3.1786,37.5682
458910.5125,4334137.4159,2,Building,0.132182,0.173354,0.204973,0.232494,0.255789,3.3002,34.2014
458909.6239,4334134.7658,2,Building,0.091036,0.120412,0.132961,0.135497,0.165366,6.6222,37.5121
458908.5465,4334138.6670,2,Building,0.171472,0.215053,0.252809,0.264546,0.302113,2.9646,40.0652
458909.0896,4334138.4908,2,Building,0.172236,0.210053,0.244541,0.257330,0.301486,3.0934,40.0232
458910.0454,4334136.4805,2,Building,0.057352,0.067978,0.071863,0.074639,0.085828,3.4220,26.4717
458910.4334,4334136.1282,2,Building,0.055532,0.065059,0.070881,0.076841,0.087270,3.4019,26.6400
458908.6189,4334135.7026,2,Building,0.058898,0.071125,0.070471,0.074987,0.086173,3.3201,30.3997
458911.3912,4334138.3127,2,Building,0.199461,0.275735,0.322175,0.332708,0.378296,3.3153,34.8607
458909.5326,4334136.8054,2,Building,0.060300,0.069399,0.073418,0.075045,0.087239,3.3523,26.4717
458909.0759,4334134.9752,2,Building,0.113001,0.140360,0.161040,0.179605,0.200306,6.4929,37.1193
458909.1609,4334135.1009,2,Building,0.120972,0.158913,0.204073,0.228263,0.244247,6.4349,36.1513
458909.5000,4334134.3671,2,Building,0.116295,0.144903,0.175584,0.183228,0.203348,6.8087,38.1574
458911.2707,4334133.9841,2,Building,0.169252,0.229747,0.383327,0.433501,0.453318,6.9839,38.8588
458908.7842,4334138.1586,2,Building,0.173183,0.219545,0.252345,0.261706,0.309640,3.0379,39.8969
458909.7957,4334138.6217,2,Building,0.161281,0.205383,0.234199,0.247854,0.297189,3.1253,38.5923
458910.8678,4334135.3097,2,Building,0.097751,0.109499,0.143821,0.151524,0.154326,6.4463,34.9729
458911.3277,4334134.2855,2,Building,0.082192,0.105793,0.123683,0.134396,0.163579,6.9389,37.0070
458910.7644,4334136.6371,2,Building,0.056351,0.068282,0.071590,0.075421,0.086455,3.3797,26.3033
458909.4423,4334137.8600,2,Building,0.166377,0.209088,0.251554,0.269676,0.308543,3.1227,37.9189
458932.8417,4334134.8661,2,Building,0.131200,0.216169,0.411761,0.444398,0.490046,6.4529,40.0793
458930.8032,4334134.1992,2,Building,0.115822,0.178937,0.325559,0.370933,0.396424,5.7285,37.8067
458932.1580,4334134.6970,2,Building,0.114366,0.170638,0.326841,0.347894,0.362394,6.5207,37.2736
458934.4725,4334134.7016,2,Building,0.133438,0.208251,0.391513,0.435559,0.445352,5.9472,41.0052
458931.5931,4334134.7704,2,Building,0.107105,0.164801,0.296006,0.340098,0.352672,6.2430,37.6243
458934.0611,4334135.9779,2,Building,0.135130,0.222514,0.457141,0.497751,0.519841,6.0803,39.0131
458932.8758,4334134.5473,2,Building,0.127851,0.208784,0.424259,0.461033,0.498639,6.4178,40.6124
458933.9614,4334133.2109,2,Building,0.123120,0.199495,0.376205,0.401884,0.441306,6.0446,40.6965
458934.2432,4334135.3543,2,Building,0.134894,0.209647,0.403165,0.464887,0.479915,6.0195,40.5843
458931.7253,4334135.2839,2,Building,0.134057,0.200282,0.347007,0.377280,0.370769,6.4736,36.4038
458933.1595,4334133.0953,2,Building,0.134876,0.203733,0.399864,0.448049,0.475681,6.3098,41.3278
458934.2473,4334135.0560,2,Building,0.129453,0.209038,0.347771,0.387075,0.426753,6.0084,40.5142
458931.4307,4334133.6622,2,Building,0.113092,0.173557,0.315353,0.344590,0.366974,5.9235,37.7505
458931.9449,4334135.2800,2,Building,0.104958,0.149472,0.245769,0.268459,0.256824,6.5006,35.8427
458926.1554,4334135.7828,2,Building,0.185048,0.244061,0.284927,0.309118,0.320085,2.9273,37.9610
458927.4229,4334136.2870,2,Building,0.380459,0.550672,0.514636,0.532063,0.564158,3.0133,34.6924
458924.2488,4334134.6815,2,Building,0.079208,0.117062,0.126684,0.189430,0.263128,3.7707,37.8628
458925.7227,4334135.3555,2,Building,0.161663,0.217362,0.251172,0.280080,0.294931,2.9168,36.6143
458929.1193,4334133.4331,2,Building,0.259660,0.304135,0.271119,0.323637,0.335108,2.5817,31.6482
458924.9193,4334135.7440,2,Building,0.093111,0.132899,0.148296,0.187807,0.244748,3.0982,33.2053
458927.0575,4334136.3864,2,Building,0.331634,0.523592,0.492779,0.507894,0.527902,3.0162,34.5100
458924.3507,4334133.6345,2,Building,0.282845,0.431591,0.425269,0.441732,0.459027,2.3262,40.0793
458926.2290,4334134.4062,2,Building,0.217768,0.306115,0.279606,0.308915,0.338527,2.6819,36.9509
458923.6865,4334133.5682,2,Building,0.264119,0.408039,0.431190,0.441239,0.463167,2.3049,39.4340
458927.4889,4334136.3382,2,Building,0.325264,0.525826,0.485493,0.497809,0.537593,3.0206,34.6924
458925.3883,4334134.0628,2,Building,0.236330,0.276852,0.318655,0.327636,0.329400,2.5637,36.6984
458928.6390,4334133.3472,2,Building,0.476273,0.568540,0.614319,0.611237,0.613839,2.5687,37.1333
458950.1566,4334133.4963,2,Building,0.103156,0.157695,0.295897,0.324420,0.347371,7.3762,38.5221
458952.0851,4334133.8703,2,Building,0.098716,0.148634,0.256629,0.275501,0.307915,7.3995,37.3718
458950.0098,4334133.6757,2,Building,0.097624,0.145766,0.257912,0.284195,0.315788,7.2983,37.7085
458952.3378,4334133.5664,2,Building,0.094185,0.140614,0.244759,0.265619,0.294617,7.4981,38.1013
458952.8944,4334133.0827,2,Building,0.100154,0.148101,0.222001,0.241159,0.268146,7.6921,37.5963
458947.2811,4334132.8474,2,Building,0.106123,0.151629,0.294587,0.322942,0.345521,6.7783,36.4740
458948.6942,4334133.4868,2,Building,0.102101,0.150969,0.279360,0.315928,0.337084,7.1806,38.3398
458954.9137,4334133.8244,2,Building,0.103666,0.158634,0.300590,0.327607,0.357063,7.5155,36.8247
458954.3946,4334133.2363,2,Building,0.095713,0.137239,0.248634,0.268314,0.299102,7.7049,38.5221
458950.5128,4334133.3080,2,Building,0.093384,0.138711,0.243940,0.257330,0.286368,7.4411,38.4099
458951.0178,4334134.3877,2,Building,0.061737,0.081632,0.086844,0.089042,0.111264,7.0353,33.1492
458950.9468,4334134.3691,2,Building,0.063120,0.077825,0.083051,0.085159,0.105995,7.0375,32.7564
459222.3035,4334222.3584,3,Road,0.103102,0.114524,0.126657,0.131788,0.149371,-0.0025,45.4943
459220.9597,4334237.9270,3,Road,0.109962,0.122950,0.136945,0.145930,0.165555,-0.0878,43.3900
459220.0394,4334266.4549,3,Road,0.117151,0.126199,0.137408,0.144481,0.153856,0.0201,43.6144
459221.9064,4334254.8533,3,Road,0.095386,0.104804,0.113832,0.122775,0.142063,-0.0562,40.0512
459219.7843,4334273.0531,3,Road,0.129580,0.144827,0.159976,0.163232,0.172455,-0.0789,43.9231
459222.6743,4334205.3771,3,Road,0.107779,0.118128,0.135280,0.141438,0.162073,-0.0473,41.8749
459218.5832,4334245.2526,3,Road,0.049636,0.049070,0.051424,0.060004,0.073345,-0.0959,27.3134
459220.5105,4334258.8516,3,Road,0.104175,0.112291,0.127448,0.126774,0.146548,0.0034,44.5544
459221.3313,4334233.5604,3,Road,0.112274,0.124879,0.137818,0.143960,0.165743,0.0120,44.4421
459220.0933,4334255.7493,3,Road,0.095549,0.099804,0.114705,0.116660,0.132748,0.0040,42.4220
459219.0368,4334260.1390,3,Road,0.100809,0.108179,0.117243,0.121239,0.135665,-0.0214,44.6105
459219.9788,4334208.2598,3,Road,0.107123,0.118077,0.128103,0.138540,0.155079,0.0111,43.7547
459217.0030,4334268.7778,3,Road,0.131655,0.144979,0.160194,0.164652,0.184028,-0.0512,43.3479
459216.3312,4334280.6490,3,Road,0.156841,0.173176,0.190456,0.196675,0.204634,-0.0358,42.1274
459221.2974,4334216.3602,3,Road,0.107142,0.119397,0.132988,0.134889,0.154138,-0.0554,43.2778
459220.5054,4334273.8382,3,Road,0.114039,0.129676,0.140874,0.147205,0.162544,-0.0334,43.3759
459218.1592,4334255.3640,3,Road,0.095276,0.102672,0.115742,0.118718,0.135445,-0.0389,42.9691
459223.4076,4334233.7852,3,Road,0.106596,0.120361,0.135990,0.145409,0.171294,-0.0240,41.1875
459218.1624,4334261.2248,3,Road,0.107396,0.114854,0.127012,0.127528,0.147395,-0.0214,44.3018
459219.9028,4334253.8114,3,Road,0.088416,0.095997,0.104390,0.111357,0.123903,0.0113,38.3678
459219.6787,4334250.0669,3,Road,0.090472,0.094906,0.104008,0.113009,0.127416,-0.1616,35.2956
459218.2080,4334280.1255,3,Road,0.126614,0.143304,0.153863,0.157320,0.163736,-0.0516,40.6124
459221.2914,4334205.8630,3,Road,0.099498,0.107367,0.118907,0.126832,0.147489,-0.0087,44.0634
459218.2174,4334251.6547,3,Road,0.102738,0.111732,0.125948,0.134918,0.150876,-0.0839,40.0652
459219.3307,4334228.6885,3,Road,0.269251,0.277766,0.316308,0.340156,0.344329,0.0176,43.6986
459219.2249,4334223.1571,3,Road,0.278896,0.302485,0.344251,0.338649,0.351260,-0.0491,43.1094
459219.9130,4334218.2150,3,Road,0.113475,0.126224,0.137108,0.141207,0.161634,-0.0830,44.1335
459218.1539,4334249.1649,3,Road,0.107742,0.117925,0.135771,0.146423,0.164143,-0.1844,38.5923
459221.7332,4334255.2953,3,Road,0.095477,0.105438,0.116206,0.119732,0.139554,-0.0002,41.4260
459219.5740,4334253.1532,3,Road,0.092401,0.096961,0.104308,0.110806,0.128859,-0.0357,39.3217
459221.0699,4334257.1457,3,Road,0.098461,0.105134,0.112959,0.121645,0.134191,-0.0039,43.6004
459223.1284,4334229.4506,3,Road,0.104357,0.117671,0.131269,0.138801,0.159784,-0.0074,46.2658
459222.2154,4334246.7585,3,Road,0.047743,0.044984,0.047659,0.056468,0.072686,-0.0617,27.1170
459219.9406,4334248.0640,3,Road,0.050709,0.047801,0.051070,0.058062,0.072812,-0.0897,27.7903
459222.0120,4334227.0300,3,Road,0.109271,0.120285,0.133343,0.134222,0.157212,0.0089,45.4802
459218.0335,4334268.6073,3,Road,0.132710,0.146908,0.158038,0.160884,0.170165,-0.0442,43.4742
459217.5862,4334249.2579,3,Road,0.355856,0.411770,0.470457,0.472103,0.478754,-0.1710,39.9951
459219.0095,4334256.8876,3,Road,0.102610,0.108484,0.123219,0.124978,0.140150,-0.0261,43.4040
459221.0872,4334230.4744,3,Road,0.108161,0.121554,0.133997,0.140047,0.159784,-0.0046,45.1996
459220.2704,4334262.6167,3,Road,0.100026,0.105996,0.117952,0.119645,0.133030,0.0256,44.4281
459220.1188,4334268.8400,3,Road,0.113748,0.121047,0.134516,0.140337,0.146297,-0.0261,44.1335
459215.9236,4334277.7970,3,Road,0.133948,0.158050,0.153972,0.175287,0.189987,-0.1168,42.2677
459217.2848,4334275.2822,3,Road,0.137314,0.154573,0.164123,0.164333,0.180202,-0.0255,42.2256
459219.1130,4334280.2778,3,Road,0.073530,0.082089,0.074701,0.086115,0.097746,-0.1345,40.0652
459220.2693,4334275.9559,3,Road,0.115822,0.130894,0.143030,0.150944,0.164018,-0.0160,41.6505
459223.4178,4334213.4393,3,Road,0.040755,0.040213,0.043565,0.050382,0.068421,0.0315,30.0209
459220.0293,4334213.5504,3,Road,0.103702,0.115565,0.127503,0.133701,0.150343,-0.0253,42.1414
459223.5222,4334218.8865,3,Road,0.111618,0.125057,0.143139,0.150017,0.170196,-0.0153,44.0213
459221.2726,4334208.6171,3,Road,0.103029,0.111631,0.124037,0.131324,0.149998,0.0029,44.8209
459220.7176,4334215.3526,3,Road,0.101828,0.112824,0.125647,0.132541,0.150970,-0.0650,42.1414
459221.9103,4334226.2025,3,Road,0.107324,0.118610,0.130259,0.133440,0.152476,-0.0202,45.7608
459219.4513,4334249.7673,3,Road,0.099298,0.102088,0.113723,0.121065,0.133501,-0.1353,34.7064
459216.8158,4334261.0050,3,Road,0.387211,0.442809,0.498264,0.469002,0.484651,-0.0419,43.4321
459218.0010,4334254.7411,3,Road,0.106359,0.115285,0.128049,0.138772,0.155173,-0.0605,42.9271
459217.5009,4334261.5374,3,Road,0.098643,0.107113,0.122209,0.131382,0.143412,-0.0321,45.1996
459217.6347,4334272.0746,3,Road,0.135312,0.148939,0.160030,0.164391,0.178382,-0.0275,43.2076
459223.3165,4334217.9216,3,Road,0.095185,0.106073,0.122591,0.131324,0.154640,0.0174,44.6385
459220.8087,4334209.3299,3,Road,0.109617,0.118331,0.128294,0.135092,0.152319,-0.0121,44.5263
459218.8030,4334258.7674,3,Road,0.108143,0.115311,0.125156,0.129122,0.140056,-0.0175,44.3018
459221.2199,4334251.7642,3,Road,0.052329,0.048334,0.053225,0.058468,0.068922,-0.0446,28.6320
459219.8166,4334258.4073,3,Road,0.089653,0.096073,0.105236,0.110835,0.122492,0.0284,44.5403
459218.2859,4334204.4324,3,Road,0.129089,0.139929,0.155419,0.163985,0.178759,-0.0256,42.8148
459218.3475,4334265.8781,3,Road,0.119444,0.132011,0.143630,0.150596,0.157275,0.0099,44.1195
459219.3801,4334204.8340,3,Road,0.106323,0.115768,0.131678,0.135324,0.152946,-0.0267,43.6004
459218.3555,4334275.4332,3,Road,0.123939,0.140310,0.150343,0.155320,0.167844,0.0013,42.7447
459220.2230,4334219.7296,3,Road,0.107069,0.120031,0.133643,0.136251,0.152037,-0.0779,44.2597
459219.1400,4334253.9423,3,Road,0.100736,0.104068,0.117243,0.119761,0.134191,-0.0321,40.3037
459223.7228,4334215.3995,3,Road,0.074258,0.095946,0.067579,0.074465,0.100537,-0.0144,31.1852
459224.1694,4334227.3077,3,Road,0.372944,0.393826,0.433946,0.434979,0.449304,0.0277,45.4101
459217.5576,4334276.7227,3,Road,0.133911,0.151730,0.159457,0.165695,0.177442,-0.0320,42.0432
459218.9863,4334259.8940,3,Road,0.101537,0.109550,0.116479,0.125644,0.138393,0.0002,44.4561
459219.3452,4334270.1000,3,Road,0.137023,0.152568,0.168326,0.168941,0.176720,-0.0491,43.8950
459223.7881,4334228.9458,3,Road,0.111109,0.125767,0.143330,0.150799,0.178037,0.0271,45.0173
459220.3291,4334209.9098,3,Road,0.111291,0.123711,0.138555,0.140424,0.159627,0.0014,43.8669
459217.1309,4334271.6671,3,Road,0.138515,0.155182,0.170754,0.175548,0.185032,-0.0268,43.0393
459220.7352,4334257.0717,3,Road,0.106159,0.115615,0.127967,0.131701,0.149841,-0.0301,43.6986
459218.7266,4334271.0774,3,Road,0.123975,0.139548,0.150452,0.151321,0.164896,-0.0046,43.5724
459220.3979,4334237.1296,3,Road,0.102447,0.116174,0.128403,0.137526,0.160003,-0.0206,42.4361
459218.0062,4334257.5558,3,Road,0.101882,0.110006,0.122564,0.130165,0.143882,-0.0344,44.2036
459222.4002,4334225.7696,3,Road,0.105868,0.116021,0.128731,0.131875,0.154985,-0.0123,45.7327
459219.7423,4334235.6764,3,Road,0.114639,0.128407,0.141174,0.149524,0.167248,-0.0583,43.9651
459218.1249,4334279.2995,3,Road,0.131855,0.147289,0.161449,0.166245,0.178477,-0.0830,41.2156
459218.4990,4334203.0660,3,Road,0.122610,0.131706,0.144039,0.152132,0.171388,-0.0304,43.1515
459222.8419,4334204.9264,3,Road,0.173328,0.237793,0.210758,0.186590,0.251147,-0.0326,41.9030
459220.1020,4334245.3550,3,Road,0.049162,0.046557,0.048777,0.058787,0.071526,-0.2611,27.2573
459221.1689,4334232.9842,3,Road,0.104776,0.115844,0.129577,0.134425,0.155612,0.0056,44.6946
459221.1098,4334205.9359,3,Road,0.108143,0.115158,0.130204,0.133730,0.155016,-0.0041,44.0634
459220.2292,4334272.5566,3,Road,0.116332,0.128686,0.140847,0.146423,0.160035,-0.0475,44.7648
459222.5029,4334237.2897,3,Road,0.096387,0.112088,0.124310,0.133788,0.155675,-0.0308,40.5703
459219.6969,4334269.4708,3,Road,0.126814,0.140284,0.154736,0.160797,0.166527,-0.0493,43.9792
459217.5955,4334272.3282,3,Road,0.134220,0.151680,0.162677,0.168767,0.177787,-0.0147,43.0533
459220.4764,4334219.8740,3,Road,0.105850,0.114270,0.125456,0.134570,0.155110,-0.0690,44.3860
459217.6986,4334265.8646,3,Road,0.108743,0.121224,0.130668,0.135903,0.147614,0.0048,43.9090
459215.6689,4334280.7968,3,Road,0.171399,0.210281,0.201753,0.212034,0.221257,-0.0420,42.6044
459216.4466,4334265.3063,3,Road,0.097915,0.132112,0.134298,0.141612,0.191743,-0.0958,44.0493
459218.8322,4334241.2948,3,Road,0.093821,0.100717,0.114132,0.122746,0.145544,-0.0610,42.5202
459223.2157,4334235.0278,3,Road,0.084976,0.093586,0.107146,0.115878,0.138425,-0.0232,35.3657
459220.1198,4334206.2939,3,Road,0.111800,0.122696,0.136590,0.143641,0.161132,0.0026,43.3199
459221.4108,4334211.9809,3,Road,0.108124,0.113788,0.128840,0.133121,0.149120,-0.0235,43.0814
459221.1153,4334258.6686,3,Road,0.094967,0.098357,0.107774,0.111647,0.129361,0.0284,44.4842
459223.7548,4334222.9969,3,Road,0.104703,0.119016,0.134052,0.142482,0.168597,-0.0043,45.0734
459222.2402,4334215.7399,3,Road,0.097060,0.106276,0.121390,0.125296,0.145544,-0.0426,40.9911
459220.6542,4334229.0450,3,Road,0.108488,0.120006,0.133506,0.139004,0.160411,-0.0168,45.0453
459219.8696,4334248.6475,3,Road,0.075077,0.081530,0.087090,0.092317,0.106277,-0.1089,29.8385
459218.5125,4334239.9627,3,Road,0.093202,0.102570,0.122946,0.136570,0.155675,-0.0323,43.8669
459218.5502,4334253.0527,3,Road,0.105376,0.113610,0.124228,0.127847,0.144478,0.0067,40.1775
459223.4017,4334215.3517,3,Road,0.073129,0.081277,0.082614,0.094143,0.113177,0.0013,32.5320
459220.9088,4334259.9961,3,Road,0.102137,0.106250,0.118798,0.121964,0.138676,0.0254,44.6105
459223.6782,4334224.4356,3,Road,0.109944,0.121859,0.139401,0.145322,0.169412,-0.0264,44.9892
