X,Y,class_id,class_name,Blue,Green,Red,RedEdge,NIR,nDSM_m,Thermal_C
458881.3393,4334215.8663,4,Vehicle,0.133165,0.152847,0.526943,0.479203,0.558482,0.3475,42.2958
458881.7306,4334215.6924,4,Vehicle,0.069071,0.100438,0.158993,0.171491,0.208900,0.3895,43.4601
458880.9454,4334215.7760,4,Vehicle,0.123866,0.144548,0.537504,0.486303,0.525016,0.3134,39.9109
459186.6414,4334263.9774,4,Vehicle,0.071855,0.068409,0.071535,0.075161,0.083695,0.6314,35.3517
459186.7331,4334264.8430,4,Vehicle,0.060664,0.059095,0.059802,0.071045,0.086329,1.0212,42.6044
459185.9367,4334264.3222,4,Vehicle,0.094749,0.087266,0.083706,0.087013,0.095958,0.6235,26.7102
459188.8484,4334265.3898,4,Vehicle,0.275747,0.286141,0.303619,0.306945,0.314220,0.8780,46.2378
459187.0694,4334264.3497,4,Vehicle,0.069453,0.070922,0.073746,0.079015,0.088933,0.8969,42.4641
459186.0807,4334264.8191,4,Vehicle,0.070199,0.072039,0.075028,0.083565,0.095833,0.7568,36.5722
459186.5610,4334264.0992,4,Vehicle,0.050236,0.051278,0.054562,0.064554,0.075697,0.6765,35.3517
459188.6122,4334265.5774,4,Vehicle,0.073020,0.077571,0.068179,0.076320,0.082283,1.0226,46.5744
459187.3790,4334264.7833,4,Vehicle,0.338313,0.357305,0.377515,0.374295,0.397083,1.0352,45.5504
459187.3849,4334266.1254,4,Vehicle,0.083848,0.091784,0.098360,0.101706,0.110197,0.9791,36.8668
459186.5870,4334263.9957,4,Vehicle,0.070782,0.066810,0.066187,0.068321,0.080025,0.6491,35.3517
459187.6644,4334265.7217,4,Vehicle,0.275857,0.277436,0.280588,0.276052,0.271565,1.0150,42.2116
459188.2267,4334266.4908,4,Vehicle,0.107451,0.113889,0.106355,0.114052,0.115937,0.9090,38.7746
459187.8330,4334265.7256,4,Vehicle,0.282699,0.286623,0.289457,0.274805,0.272474,1.0541,44.7507
459188.4134,4334266.2133,4,Vehicle,0.078571,0.083739,0.070662,0.076233,0.077140,0.9413,41.6364
459187.5237,4334265.0950,4,Vehicle,0.305629,0.317028,0.331234,0.321898,0.321653,1.0328,45.0874
459186.5846,4334264.4645,4,Vehicle,0.062283,0.060034,0.065641,0.079768,0.108127,0.7394,39.8829
459187.9944,4334265.1982,4,Vehicle,0.341734,0.368599,0.400682,0.402377,0.404265,1.0788,50.6146
459188.8918,4334265.4770,4,Vehicle,0.299077,0.299008,0.321165,0.323724,0.319740,0.8687,46.2378
459187.6182,4334266.2465,4,Vehicle,0.083884,0.090972,0.098687,0.104315,0.110825,1.0320,37.3297
459188.5505,4334266.5196,4,Vehicle,0.256858,0.263832,0.268500,0.264286,0.266923,0.8682,39.6304
459186.7958,4334265.5368,4,Vehicle,0.215566,0.207489,0.223065,0.207832,0.208304,1.0830,39.1674
459186.9762,4334264.6331,4,Vehicle,0.082228,0.078257,0.076747,0.086289,0.107688,1.0758,43.4601
459187.0289,4334265.2046,4,Vehicle,0.263755,0.276522,0.276686,0.268836,0.276614,1.0668,43.1234
459187.8714,4334266.2024,4,Vehicle,0.085540,0.099372,0.080295,0.092056,0.111044,1.0969,41.2857
459187.4390,4334264.5626,4,Vehicle,0.085431,0.118306,0.086953,0.095823,0.115874,0.9944,50.4603
459187.9857,4334265.9080,4,Vehicle,0.217495,0.225204,0.223966,0.213338,0.211942,1.1188,45.1015
459185.8379,4334264.3739,4,Vehicle,0.094876,0.086759,0.082260,0.086405,0.094421,0.6533,26.7102
459186.2580,4334264.4616,4,Vehicle,0.052984,0.053004,0.057564,0.066264,0.079116,0.7258,34.3136
459186.9419,4334265.8689,4,Vehicle,0.069217,0.078358,0.080541,0.087274,0.095895,0.9649,34.8046
459185.8989,4334265.1764,4,Vehicle,0.123975,0.145208,0.151571,0.160594,0.157996,0.7398,36.4880
459188.1395,4334266.4398,4,Vehicle,0.099207,0.106935,0.091892,0.092404,0.104489,0.9321,38.7746
459185.7985,4334264.0047,4,Vehicle,0.087087,0.081759,0.081523,0.086289,0.094390,0.5248,27.1871
459187.5790,4334265.6227,4,Vehicle,0.284337,0.287638,0.291449,0.287064,0.283138,1.0108,42.2116
459189.3105,4334265.6278,4,Vehicle,0.203574,0.244518,0.299744,0.303583,0.310895,0.3424,42.0853
459189.2854,4334265.7577,4,Vehicle,0.178351,0.198124,0.352874,0.324825,0.357596,0.6636,42.0853
459185.9088,4334264.2655,4,Vehicle,0.093184,0.086327,0.083215,0.088173,0.096366,0.5939,26.7102
459186.4322,4334264.6391,4,Vehicle,0.065832,0.065034,0.067906,0.082608,0.111640,0.7531,36.4880
459187.4549,4334264.9374,4,Vehicle,0.315165,0.338474,0.366572,0.352415,0.357063,1.0284,48.6086
459187.8822,4334266.2981,4,Vehicle,0.108980,0.109956,0.108756,0.114342,0.126224,1.0412,41.2857
459186.9724,4334265.6363,4,Vehicle,0.202227,0.193632,0.212669,0.207455,0.201811,1.0760,37.6243
459186.9650,4334265.6490,4,Vehicle,0.202227,0.193632,0.212669,0.207455,0.201811,1.0789,37.6243
459186.6818,4334265.4953,4,Vehicle,0.204847,0.198480,0.205628,0.199370,0.195852,1.0740,39.1674
459187.7746,4334265.3501,4,Vehicle,0.317021,0.328931,0.341276,0.338881,0.328082,1.0624,45.4241
459189.1155,4334265.7545,4,Vehicle,0.346556,0.375020,0.455094,0.435327,0.423711,0.7494,45.2277
459188.6855,4334265.6804,4,Vehicle,0.083975,0.084728,0.074046,0.076262,0.082064,0.9984,46.5744
459186.2913,4334263.9636,4,Vehicle,0.090236,0.085439,0.082232,0.089477,0.098624,0.6468,31.6482
459187.2201,4334265.8518,4,Vehicle,0.169652,0.160080,0.178804,0.179171,0.169757,1.0856,36.8668
459185.9378,4334264.6250,4,Vehicle,0.092037,0.088510,0.084797,0.083304,0.093041,0.7639,31.5219
459185.8377,4334263.7389,4,Vehicle,0.084740,0.079322,0.081386,0.088868,0.098593,0.3892,28.5760
459189.5961,4334259.0206,4,Vehicle,0.448448,0.541739,0.624334,0.624133,0.625883,0.7207,44.3439
459189.9287,4334260.4808,4,Vehicle,0.258514,0.312434,0.357622,0.362500,0.377041,1.0632,41.0192
459189.6778,4334259.9061,4,Vehicle,0.313363,0.366899,0.423058,0.429850,0.426879,0.8891,42.6324
459189.6699,4334261.6020,4,Vehicle,0.353217,0.420729,0.477934,0.472393,0.484870,1.0266,41.5803
459190.6976,4334261.1024,4,Vehicle,0.427920,0.500116,0.557369,0.553393,0.553401,1.1192,42.0994
459190.0441,4334262.0855,4,Vehicle,0.428812,0.508466,0.582447,0.581388,0.571717,1.1498,41.8889
459189.7144,4334260.7103,4,Vehicle,0.259642,0.308094,0.357704,0.362036,0.378139,0.9372,41.0192
459189.4498,4334260.3904,4,Vehicle,0.313145,0.367102,0.446144,0.449006,0.438421,0.7891,41.7066
459190.4349,4334260.6975,4,Vehicle,0.355055,0.442530,0.475478,0.487578,0.482487,1.1935,42.9271
459189.9311,4334260.7706,4,Vehicle,0.263445,0.308373,0.349381,0.353110,0.365280,1.0379,40.3879
459190.5816,4334258.9807,4,Vehicle,0.488665,0.578438,0.649684,0.649288,0.639181,0.8165,42.8569
459189.3999,4334260.8042,4,Vehicle,0.289287,0.340834,0.391350,0.392378,0.402666,0.8206,38.8027
459189.4772,4334258.9052,4,Vehicle,0.388285,0.431997,0.526015,0.542931,0.527118,0.6682,44.0213
459189.6109,4334260.8509,4,Vehicle,0.278259,0.331418,0.378906,0.379337,0.390026,0.9063,40.3458
459190.6790,4334259.5512,4,Vehicle,0.503260,0.589884,0.645973,0.639493,0.655396,0.9950,45.3680
459190.6086,4334259.4795,4,Vehicle,0.495344,0.582676,0.654623,0.648245,0.657215,0.9838,45.3680
459190.4985,4334260.3026,4,Vehicle,0.431815,0.506309,0.566129,0.566202,0.577613,1.2382,44.2177
459191.0447,4334259.0635,4,Vehicle,0.172509,0.223605,0.212287,0.238116,0.351072,0.1353,42.1555
459190.0337,4334259.1537,4,Vehicle,0.393544,0.434256,0.504513,0.503489,0.518336,0.9498,44.3579
459189.4920,4334261.4316,4,Vehicle,0.339623,0.402024,0.459051,0.457323,0.469565,1.0496,41.4120
459190.7041,4334261.5580,4,Vehicle,0.436965,0.497528,0.557615,0.549306,0.540196,1.1248,42.0853
459189.7943,4334258.9872,4,Vehicle,0.281498,0.330454,0.383873,0.371976,0.381213,0.7107,43.2357
459189.7514,4334259.0485,4,Vehicle,0.249396,0.326215,0.311123,0.364441,0.425781,0.7293,43.6986
459189.6270,4334259.2715,4,Vehicle,0.435472,0.522501,0.582065,0.570694,0.601293,0.7706,44.3439
459191.1039,4334259.3281,4,Vehicle,0.268632,0.346874,0.384091,0.399884,0.445007,0.6416,42.5623
459190.3463,4334260.9523,4,Vehicle,0.330105,0.387812,0.413671,0.424112,0.431803,1.2276,42.0012
459190.3580,4334259.1803,4,Vehicle,0.471887,0.560037,0.615301,0.612396,0.622432,0.9441,45.0033
459189.9067,4334259.0089,4,Vehicle,0.262517,0.307307,0.390531,0.381047,0.391720,0.7816,43.6986
459190.0611,4334259.5014,4,Vehicle,0.270706,0.309592,0.347171,0.359863,0.401631,1.0145,44.7086
459190.3944,4334261.3099,4,Vehicle,0.386792,0.433571,0.470048,0.469611,0.473423,1.1738,42.0994
459190.3352,4334260.3825,4,Vehicle,0.416583,0.485802,0.553112,0.549219,0.548978,1.2554,44.2177
459190.0444,4334261.8439,4,Vehicle,0.387866,0.467707,0.521349,0.531339,0.541702,1.1378,42.7447
459189.7071,4334261.4584,4,Vehicle,0.347921,0.413039,0.476324,0.465467,0.469973,1.0316,41.1595
459190.7878,4334260.3285,4,Vehicle,0.428230,0.510065,0.540996,0.539395,0.574477,1.1287,43.7547
459189.8636,4334260.5127,4,Vehicle,0.263245,0.313272,0.351073,0.367281,0.377700,1.0260,41.0192
459189.4537,4334258.9897,4,Vehicle,0.398057,0.441743,0.545635,0.546814,0.532230,0.6589,44.0213
459189.4906,4334259.4962,4,Vehicle,0.305137,0.343499,0.392741,0.398638,0.422237,0.8390,43.7407
459190.2790,4334261.8706,4,Vehicle,0.382589,0.457758,0.504676,0.510473,0.517144,1.1657,41.8188
459189.7397,4334262.1791,4,Vehicle,0.321224,0.348473,0.413562,0.402782,0.398243,1.1271,37.1053
459190.9486,4334260.1299,4,Vehicle,0.397930,0.480879,0.512535,0.517051,0.536464,1.0176,42.0152
459189.4125,4334260.8652,4,Vehicle,0.287776,0.341341,0.384391,0.397189,0.398463,0.8325,40.3458
459190.3885,4334261.8736,4,Vehicle,0.450085,0.520090,0.584466,0.569679,0.584859,1.1476,41.8188
459189.9598,4334259.4918,4,Vehicle,0.255602,0.321241,0.331944,0.362268,0.416560,0.9559,43.8249
459190.3821,4334261.7838,4,Vehicle,0.444808,0.511918,0.578627,0.563854,0.566260,1.1578,42.6465
458957.4329,4334174.2246,4,Vehicle,0.520767,0.620669,0.662892,0.643231,0.608225,1.7466,39.0131
458956.4952,4334173.9633,4,Vehicle,0.568228,0.693255,0.707480,0.699482,0.668004,1.7471,37.3858
458957.8819,4334171.0346,4,Vehicle,0.578437,0.710691,0.741235,0.728549,0.732896,0.8095,39.8268
458956.9300,4334173.1500,4,Vehicle,0.583587,0.697874,0.690534,0.674936,0.652950,1.7772,39.1815
458958.3148,4334171.8474,4,Vehicle,0.366083,0.441261,0.466473,0.472596,0.428886,0.9767,40.8087
458957.2285,4334174.5044,4,Vehicle,0.541749,0.599934,0.678528,0.633204,0.587462,1.7179,35.0290
458957.2597,4334171.3075,4,Vehicle,0.373107,0.426185,0.459788,0.395247,0.395703,0.8551,40.5282
458957.1889,4334173.3680,4,Vehicle,0.583005,0.691402,0.699703,0.678442,0.656964,1.8153,38.1854
458956.7285,4334173.2721,4,Vehicle,0.581021,0.689676,0.697029,0.670907,0.649280,1.8112,38.6484
458956.4952,4334173.3080,4,Vehicle,0.588610,0.690819,0.703087,0.684036,0.657403,1.9124,39.1955
458957.6335,4334172.3745,4,Vehicle,0.580985,0.712061,0.745628,0.713248,0.701971,1.3117,40.3739
458958.0232,4334172.1936,4,Vehicle,0.568246,0.696783,0.730074,0.702293,0.685254,1.2950,40.5843
458956.9962,4334171.5615,4,Vehicle,0.234456,0.243072,0.254965,0.271241,0.298098,1.0428,41.0613
458958.0704,4334171.6982,4,Vehicle,0.547955,0.592041,0.619722,0.578779,0.511091,1.0081,39.3919
458956.5588,4334172.8774,4,Vehicle,0.560967,0.574885,0.678364,0.663807,0.571811,1.9229,41.6505
458957.9794,4334171.6623,4,Vehicle,0.506154,0.516740,0.544735,0.535164,0.474144,0.9585,39.3919
458957.5249,4334173.2604,4,Vehicle,0.568792,0.684601,0.701258,0.677399,0.659003,1.7769,40.3739
458957.2139,4334173.9576,4,Vehicle,0.583951,0.688103,0.700603,0.680210,0.662798,1.7518,38.0872
458957.7397,4334171.3129,4,Vehicle,0.435563,0.481411,0.453457,0.455961,0.464829,0.8495,39.8829
458957.5065,4334170.7953,4,Vehicle,0.578601,0.711376,0.748139,0.729361,0.735844,0.7358,41.2296
458957.4651,4334171.2193,4,Vehicle,0.512305,0.631760,0.588068,0.563768,0.606123,0.8260,40.5562
458957.5168,4334173.8779,4,Vehicle,0.539002,0.646252,0.664529,0.646999,0.633096,1.7610,38.7045
458957.7257,4334173.0162,4,Vehicle,0.573014,0.694245,0.728464,0.715972,0.729791,1.6744,40.6264
458956.9097,4334172.2715,4,Vehicle,0.560912,0.585772,0.696374,0.673950,0.591476,1.3755,41.9170
458956.5959,4334173.0271,4,Vehicle,0.583824,0.693407,0.691053,0.677080,0.657435,1.9193,40.3739
458957.4211,4334170.7485,4,Vehicle,0.578637,0.711351,0.748330,0.729390,0.729007,0.7044,41.2296
458957.8987,4334171.7562,4,Vehicle,0.557163,0.544683,0.584848,0.504735,0.461379,1.0597,39.3919
458957.6089,4334172.2194,4,Vehicle,0.580821,0.712264,0.739270,0.711712,0.696138,1.3026,40.3739
458957.8397,4334170.5231,4,Vehicle,0.578582,0.706884,0.759491,0.739040,0.748327,0.7521,42.6745
458957.4033,4334171.5722,4,Vehicle,0.085177,0.106022,0.112631,0.114835,0.127447,1.0233,40.5843
458957.4469,4334173.9962,4,Vehicle,0.520312,0.653130,0.671815,0.653780,0.635543,1.7666,38.7045
458957.2016,4334173.4868,4,Vehicle,0.583678,0.686961,0.700494,0.672501,0.652197,1.8133,38.1854
458958.3589,4334171.6322,4,Vehicle,0.514234,0.624451,0.580509,0.559247,0.573348,0.9179,39.7145
458957.1386,4334171.8311,4,Vehicle,0.552232,0.667419,0.726882,0.701887,0.670074,1.2329,41.0613
458956.9167,4334173.2112,4,Vehicle,0.583751,0.691986,0.694245,0.676443,0.653922,1.7851,39.1815
458957.5931,4334172.1719,4,Vehicle,0.580748,0.711731,0.732912,0.702177,0.691778,1.3006,40.3739
458957.5260,4334171.1515,4,Vehicle,0.565644,0.694727,0.727646,0.708437,0.694224,0.8074,39.9670
458957.2385,4334172.4516,4,Vehicle,0.581785,0.713330,0.749449,0.726086,0.717183,1.4099,41.5663
458958.4768,4334171.4219,4,Vehicle,0.538638,0.674322,0.686823,0.683862,0.666561,0.8243,41.0893
458958.4017,4334171.5780,4,Vehicle,0.499293,0.626760,0.621059,0.587155,0.588152,0.8861,41.8889
458957.0423,4334171.8986,4,Vehicle,0.467519,0.425678,0.533792,0.534034,0.458838,1.2104,41.2717
458956.9426,4334172.9621,4,Vehicle,0.583241,0.675946,0.691353,0.670589,0.645391,1.7654,39.8548
458956.5372,4334173.9233,4,Vehicle,0.568228,0.690590,0.703169,0.682558,0.665558,1.7515,37.3858
458958.3493,4334171.3634,4,Vehicle,0.578200,0.709828,0.741017,0.714320,0.739294,0.8359,39.4760
458957.3101,4334172.7314,4,Vehicle,0.582222,0.713229,0.749613,0.731157,0.744124,1.5610,41.2015
458932.0131,4334142.1956,4,Vehicle,0.081373,0.099880,0.103271,0.097765,0.106465,0.9535,40.3458
458930.7864,4334141.8736,4,Vehicle,0.095204,0.113433,0.248143,0.245217,0.253154,1.6522,43.3759
458928.2363,4334140.9296,4,Vehicle,0.096878,0.112798,0.229178,0.268778,0.244184,1.6663,43.7828
458931.2437,4334141.3531,4,Vehicle,0.128051,0.149522,0.406822,0.433009,0.412106,1.6049,49.9272
458929.9135,4334141.1610,4,Vehicle,0.106614,0.122671,0.337838,0.367455,0.328051,1.6841,45.0033
458930.6609,4334140.9679,4,Vehicle,0.114785,0.131198,0.346761,0.383974,0.361014,1.6635,44.7788
458930.7515,4334140.9501,4,Vehicle,0.093457,0.107367,0.225630,0.226379,0.233991,1.6479,47.1075
458928.1438,4334141.1950,4,Vehicle,0.127742,0.149015,0.388757,0.412404,0.395421,1.6847,40.8368
458928.9186,4334142.0690,4,Vehicle,0.102155,0.116707,0.291558,0.287325,0.276896,1.7513,35.5761
458928.1027,4334140.9545,4,Vehicle,0.125285,0.142949,0.386574,0.416026,0.374375,1.6550,41.3278
458930.3894,4334141.4308,4,Vehicle,0.111891,0.120260,0.314944,0.341808,0.312024,1.6674,44.0072
458928.0605,4334140.6895,4,Vehicle,0.067251,0.081201,0.196787,0.210991,0.229067,1.5063,39.0271
458932.4240,4334141.7089,4,Vehicle,0.092055,0.120894,0.124392,0.145322,0.183903,0.5398,44.7648
458929.5404,4334141.4142,4,Vehicle,0.101500,0.123788,0.269427,0.265068,0.263661,1.6735,43.7688
458929.0826,4334141.2178,4,Vehicle,0.096041,0.114422,0.246178,0.246086,0.266076,1.6869,44.3299
458930.8540,4334142.0594,4,Vehicle,0.108033,0.127950,0.312597,0.316740,0.316540,1.6518,37.0070
458928.7009,4334141.9929,4,Vehicle,0.106177,0.123077,0.302528,0.307263,0.297534,1.7536,35.3657
458928.4111,4334141.0146,4,Vehicle,0.084612,0.099271,0.188901,0.209803,0.205293,1.6925,43.7828
458928.0204,4334140.8985,4,Vehicle,0.096314,0.116402,0.302800,0.317146,0.319708,1.6290,41.3278
458932.0963,4334141.3970,4,Vehicle,0.103466,0.113001,0.123983,0.125123,0.141342,1.0167,44.6666
458931.9189,4334141.8589,4,Vehicle,0.098589,0.110641,0.118716,0.127238,0.135320,1.1424,43.6846
458932.1712,4334141.0226,4,Vehicle,0.062847,0.075008,0.094539,0.100808,0.108190,0.9875,44.4421
458931.7215,4334141.7577,4,Vehicle,0.109143,0.123001,0.169472,0.197776,0.186098,1.4580,44.7928
458931.8761,4334141.9250,4,Vehicle,0.095167,0.112214,0.114596,0.122167,0.130490,1.2192,40.4721
458929.4529,4334141.8897,4,Vehicle,0.116041,0.123381,0.312078,0.349314,0.310330,1.7239,41.3839
458929.0637,4334141.1923,4,Vehicle,0.096077,0.111225,0.257966,0.301960,0.275391,1.6545,44.3299
458929.1959,4334141.4927,4,Vehicle,0.115404,0.131071,0.353283,0.370498,0.338934,1.7110,43.8810
458929.3998,4334141.8962,4,Vehicle,0.114548,0.131706,0.345097,0.355544,0.328302,1.7411,41.3839
458931.8097,4334141.3597,4,Vehicle,0.102174,0.118940,0.120981,0.133527,0.130992,1.3319,45.8730
458929.5996,4334141.8480,4,Vehicle,0.109089,0.132975,0.311724,0.319696,0.321057,1.7192,41.3839
458932.0759,4334141.8593,4,Vehicle,0.083975,0.093510,0.110175,0.120746,0.125095,0.9707,43.6846
458928.9000,4334142.0680,4,Vehicle,0.102155,0.116707,0.291558,0.287325,0.276896,1.7524,35.5761
458929.6431,4334141.5797,4,Vehicle,0.123029,0.144802,0.365208,0.388205,0.370329,1.7032,43.7547
458931.6987,4334140.9729,4,Vehicle,0.114803,0.116681,0.191739,0.218845,0.196636,1.4525,45.7468
458931.4813,4334141.6109,4,Vehicle,0.119444,0.140690,0.400655,0.429676,0.404767,1.5822,48.8330
458931.9854,4334140.9472,4,Vehicle,0.071910,0.086835,0.099969,0.100402,0.120014,1.1388,43.0252
458929.7964,4334141.9812,4,Vehicle,0.094694,0.112291,0.240639,0.235740,0.242239,1.7508,36.2215
458927.9373,4334140.8537,4,Vehicle,0.073512,0.090921,0.147450,0.157754,0.186882,1.6289,41.3278
458932.4356,4334141.1169,4,Vehicle,0.092037,0.121808,0.115223,0.130223,0.148273,0.6725,45.9011
458932.3660,4334140.9638,4,Vehicle,0.076405,0.086987,0.104499,0.112777,0.126758,0.7221,44.4421
458929.5205,4334141.8561,4,Vehicle,0.103356,0.114499,0.252673,0.280717,0.255820,1.7232,41.3839
458930.8944,4334141.5874,4,Vehicle,0.122101,0.141173,0.397981,0.417823,0.392943,1.6466,46.1396
458930.3022,4334141.9978,4,Vehicle,0.106341,0.125209,0.330743,0.342214,0.336801,1.7070,35.8988
458928.9363,4334141.3704,4,Vehicle,0.113202,0.135234,0.343023,0.357138,0.343513,1.6631,43.5443
458928.5681,4334141.6106,4,Vehicle,0.107433,0.118813,0.287656,0.336678,0.299823,1.6858,42.6605
458929.0085,4334141.2005,4,Vehicle,0.114585,0.124879,0.342668,0.386553,0.335422,1.6496,44.2177
458928.2740,4334141.7513,4,Vehicle,0.099116,0.117189,0.248607,0.243797,0.249077,1.6827,39.1815
458929.8348,4334142.0312,4,Vehicle,0.095822,0.112824,0.214333,0.233364,0.251994,1.7431,36.2215
458930.7043,4334140.8248,4,Vehicle,0.082265,0.097672,0.356448,0.402666,0.361579,1.5903,44.7788
458930.3082,4334141.7464,4,Vehicle,0.110745,0.131021,0.358058,0.375657,0.358066,1.6925,41.7066
458928.9472,4334141.3628,4,Vehicle,0.120554,0.135640,0.369137,0.396262,0.375003,1.6631,43.5443
458943.7760,4334137.3428,4,Vehicle,0.077715,0.088484,0.125675,0.126369,0.124813,0.0890,40.4440
458941.8615,4334137.7342,4,Vehicle,0.094603,0.113204,0.236136,0.240058,0.234963,0.7975,48.1597
458943.3097,4334137.6363,4,Vehicle,0.079353,0.087419,0.080568,0.082174,0.085075,0.3282,44.1475
458944.0082,4334137.2401,4,Vehicle,0.084358,0.108534,0.287219,0.294135,0.316885,-0.0097,36.4740
458942.2028,4334138.1052,4,Vehicle,0.087288,0.106250,0.203745,0.205282,0.192841,1.0831,43.6144
458941.7333,4334138.0313,4,Vehicle,0.081391,0.089906,0.157683,0.168158,0.176218,1.2249,43.3759
458941.5331,4334137.1859,4,Vehicle,0.066924,0.082926,0.081059,0.114429,0.158027,0.8684,48.2578
458941.3930,4334138.4164,4,Vehicle,0.081155,0.095540,0.108129,0.115443,0.118477,1.0631,36.8387
458942.7894,4334138.2283,4,Vehicle,0.088106,0.102113,0.204400,0.204036,0.201968,0.8361,37.3998
458942.0791,4334137.9415,4,Vehicle,0.093220,0.116986,0.228414,0.243710,0.208021,0.9143,43.4601
458942.6052,4334138.4386,4,Vehicle,0.079280,0.095083,0.115169,0.112893,0.124154,0.9867,37.6804
458943.4242,4334138.1356,4,Vehicle,0.090854,0.094246,0.086353,0.082869,0.087835,0.5772,41.5663
458941.1510,4334137.8810,4,Vehicle,0.091582,0.111022,0.206938,0.204065,0.214953,1.2708,43.1515
458942.5146,4334138.4134,4,Vehicle,0.069126,0.079399,0.103026,0.111965,0.123841,1.0248,37.6804
458941.8350,4334137.4870,4,Vehicle,0.098152,0.124828,0.268936,0.282253,0.297346,0.6399,49.9553
458942.3342,4334137.4497,4,Vehicle,0.119935,0.146959,0.362834,0.368846,0.400941,0.4876,50.6287
458941.4195,4334138.3143,4,Vehicle,0.081355,0.095768,0.153181,0.149553,0.159721,1.1445,36.8387
458942.8105,4334138.3198,4,Vehicle,0.080245,0.095210,0.165024,0.166854,0.171608,0.9456,37.3998
458943.6951,4334137.5042,4,Vehicle,0.080882,0.092291,0.090746,0.088462,0.091881,0.2072,40.9631
458942.7764,4334137.2243,4,Vehicle,0.116696,0.167339,0.544517,0.642449,0.652291,0.2384,49.4082
458943.9678,4334137.6763,4,Vehicle,0.087087,0.105793,0.281461,0.285209,0.275422,0.2376,36.4599
458942.2769,4334137.5333,4,Vehicle,0.102501,0.117417,0.333363,0.319841,0.299604,0.4911,50.6287
458942.4941,4334137.4616,4,Vehicle,0.099371,0.124295,0.302064,0.361427,0.341506,0.4741,50.2920
458942.2159,4334138.2333,4,Vehicle,0.082374,0.098662,0.169990,0.168100,0.174086,1.0411,37.3437
458943.7052,4334137.5354,4,Vehicle,0.081446,0.093357,0.091401,0.089477,0.092665,0.2134,40.9631
458942.5212,4334138.3374,4,Vehicle,0.066105,0.080794,0.107392,0.107503,0.120830,1.0874,37.6804
458941.1715,4334138.3589,4,Vehicle,0.068980,0.086048,0.109193,0.114371,0.124499,1.0985,35.3657
458941.7113,4334138.0624,4,Vehicle,0.082847,0.095565,0.162541,0.172476,0.168911,1.3209,43.3759
458942.8892,4334137.8856,4,Vehicle,0.094112,0.113940,0.308940,0.323782,0.320869,0.6152,48.9873
458943.7866,4334137.2501,4,Vehicle,0.079390,0.097621,0.195886,0.182330,0.208492,0.1013,40.4440
458942.1257,4334137.8649,4,Vehicle,0.092456,0.120691,0.232561,0.242029,0.228251,0.8883,48.1597
458943.6307,4334137.4118,4,Vehicle,0.081610,0.092698,0.089382,0.085970,0.090940,0.2050,40.9631
458943.6036,4334137.6698,4,Vehicle,0.106978,0.120717,0.100215,0.090926,0.086298,0.3177,40.4160
458941.6131,4334138.1757,4,Vehicle,0.083320,0.097063,0.176676,0.167289,0.184498,1.2710,43.3759
458941.2954,4334137.8318,4,Vehicle,0.093821,0.117773,0.232698,0.227742,0.220191,1.2592,47.3881
458941.2078,4334137.6089,4,Vehicle,0.097497,0.123204,0.237146,0.249129,0.253468,1.1761,44.8630
458937.2806,4334134.4942,4,Vehicle,0.069217,0.078663,0.084224,0.091650,0.093324,0.8392,34.4398
458936.9300,4334134.1545,4,Vehicle,0.209215,0.192668,0.203391,0.181866,0.215298,0.9779,36.1092
458936.6126,4334134.2263,4,Vehicle,0.078625,0.085388,0.091183,0.094983,0.100882,0.8832,36.6002
458937.1677,4334135.0946,4,Vehicle,0.529739,0.582372,0.576198,0.563941,0.552993,0.7478,34.8466
458936.7695,4334134.2958,4,Vehicle,0.065832,0.083307,0.086162,0.085593,0.095425,0.8470,35.7726
458936.5724,4334135.0572,4,Vehicle,0.521531,0.575037,0.562172,0.551451,0.544023,0.7176,36.2215
458936.7350,4334133.0648,4,Vehicle,0.249196,0.283603,0.338548,0.361254,0.435033,0.2884,46.1536
458937.8929,4334133.4613,4,Vehicle,0.273600,0.367051,0.366845,0.359225,0.361610,0.4623,37.9189
458936.6273,4334134.1357,4,Vehicle,0.093402,0.095286,0.111894,0.106720,0.110668,0.8980,36.6002
458937.0233,4334134.1060,4,Vehicle,0.474762,0.520801,0.535566,0.502040,0.444756,1.0119,36.4319
458937.1984,4334133.6584,4,Vehicle,0.568191,0.626608,0.633312,0.621264,0.605998,0.8786,43.1655
458936.5411,4334133.5380,4,Vehicle,0.134639,0.147974,0.170891,0.168419,0.161634,0.6590,38.4239
458937.0511,4334134.3218,4,Vehicle,0.064867,0.075287,0.078248,0.080899,0.086863,0.9382,34.4398
458936.8828,4334134.8353,4,Vehicle,0.387702,0.427251,0.395061,0.398435,0.406523,0.7912,36.1794
458936.6155,4334134.1384,4,Vehicle,0.114512,0.130945,0.124801,0.137816,0.133689,0.8827,36.6002
458937.2025,4334135.3830,4,Vehicle,0.508920,0.563235,0.548883,0.535889,0.528435,0.7317,33.0370
458936.7898,4334133.3646,4,Vehicle,0.259496,0.322231,0.328342,0.322072,0.336394,0.7428,45.9432
458937.0811,4334135.0037,4,Vehicle,0.535835,0.584960,0.581601,0.560667,0.543615,0.7819,36.2916
458937.0698,4334133.8047,4,Vehicle,0.566572,0.632369,0.626053,0.614193,0.599976,0.9284,39.3217
458937.7161,4334134.6173,4,Vehicle,0.097788,0.115844,0.114569,0.115037,0.135383,0.8068,35.1272
